id,subject,predicate,object,source,confidence,score,is_sr
5469,academic/wiki/papers/D050-2025-adtn-nn-compression,核心方法,砖墙结构深层张量网络,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5470,砖墙结构深层张量网络,替代,浅层张量分解,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5471,academic/wiki/papers/D050-2025-adtn-nn-compression,对比方法,TT,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5472,TT,对比,ADTN,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5473,academic/wiki/papers/D050-2025-adtn-nn-compression,对比方法,MPS,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5474,MPS,对比,ADTN,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5475,academic/wiki/papers/D050-2025-adtn-nn-compression,对比方法,MPO,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5476,MPO,对比,ADTN,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5477,academic/wiki/papers/D050-2025-adtn-nn-compression,对比方法,低秩适配,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5478,低秩适配,对比,ADTN,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5479,academic/wiki/papers/D050-2025-adtn-nn-compression,对比方法,Tucker分解,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5480,academic/wiki/papers/D050-2025-adtn-nn-compression,对比方法,CP分解,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5481,academic/wiki/papers/D050-2025-adtn-nn-compression,对比方法,MUSCO,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5482,MUSCO,对比,ADTN,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5483,academic/wiki/papers/D050-2025-adtn-nn-compression,应用于,FC-2,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5484,academic/wiki/papers/D050-2025-adtn-nn-compression,应用于,LeNet-5,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5485,academic/wiki/papers/D050-2025-adtn-nn-compression,应用于,AlexNet,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5486,academic/wiki/papers/D050-2025-adtn-nn-compression,应用于,ZFnet,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5487,academic/wiki/papers/D050-2025-adtn-nn-compression,应用于,VGG-16,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5488,academic/wiki/papers/D050-2025-adtn-nn-compression,应用于,MNIST,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5489,academic/wiki/papers/D050-2025-adtn-nn-compression,应用于,CIFAR-10,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5490,academic/wiki/papers/D050-2025-adtn-nn-compression,应用于,CIFAR-100,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5491,academic/wiki/papers/D050-2025-adtn-nn-compression,局限性,解码过程为推理带来额外计算开销,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5492,academic/wiki/papers/D050-2025-adtn-nn-compression,局限性,自动可微张量网络收缩与神经网络推理为两个独立步骤,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5493,academic/wiki/papers/D050-2025-adtn-nn-compression,未来展望,将自动可微张量网络收缩与神经网络推理合并以提高计算效率,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5494,academic/wiki/papers/D050-2025-adtn-nn-compression,未来展望,采用非砖墙结构与替换激活函数,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5495,academic/wiki/papers/D050-2025-adtn-nn-compression,未来展望,将多个神经网络层的参数拼接为单一张量后压缩,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5496,ADTN,基于,深层张量网络,raw-not-distributed/D050-2025-adtn-nn-compression/wiki.md#semantic,可追溯,,0
5497,神经网络压缩方案,包含,神经网络压缩,raw-not-distributed/D050-2025-adtn-nn-compression/paper.md,推断,,0
5498,利用自动微分优化深层张量网络中的张量,包含,深层张量网络,raw-not-distributed/D050-2025-adtn-nn-compression/paper.md,推断,,0
5499,利用自动微分优化深层张量网络中的张量,包含,深层张量网络中的张量,raw-not-distributed/D050-2025-adtn-nn-compression/paper.md,推断,,0
5500,深层张量网络中的张量,包含,深层张量网络,raw-not-distributed/D050-2025-adtn-nn-compression/paper.md,推断,,0
5501,砖墙结构深层张量网络,包含,深层张量网络,raw-not-distributed/D050-2025-adtn-nn-compression/paper.md,推断,,0
5502,CIFAR-100,包含,CIFAR-10,raw-not-distributed/D050-2025-adtn-nn-compression/paper.md,推断,,0
5503,利用砖墙结构深层张量网络表示变分参数张量,包含,砖墙结构深层张量网络,raw-not-distributed/D050-2025-adtn-nn-compression/paper.md,推断,,0
5504,利用砖墙结构深层张量网络表示变分参数张量,包含,张量网络,raw-not-distributed/D050-2025-adtn-nn-compression/paper.md,推断,,0
5505,自动可微张量网络收缩与神经网络推理为两个独立步骤,包含,张量网络,raw-not-distributed/D050-2025-adtn-nn-compression/paper.md,推断,,0
5506,自动可微张量网络收缩与神经网络推理为两个独立步骤,包含,神经网络,raw-not-distributed/D050-2025-adtn-nn-compression/paper.md,推断,,0
5507,将自动可微张量网络收缩与神经网络推理合并以提高计算效率,包含,张量网络,raw-not-distributed/D050-2025-adtn-nn-compression/paper.md,推断,,0
5508,将自动可微张量网络收缩与神经网络推理合并以提高计算效率,包含,神经网络,raw-not-distributed/D050-2025-adtn-nn-compression/paper.md,推断,,0
5509,将多个神经网络层的参数拼接为单一张量后压缩,包含,神经网络,raw-not-distributed/D050-2025-adtn-nn-compression/paper.md,推断,,0
5718,academic/wiki/papers/D051-2026-tianda-graph-qml,来源,academic/raw/references/D051-2026-tianda-graph-qml/paper,raw-not-distributed/D051-2026-tianda-graph-qml/paper.md,可追溯,,0
5719,Wenbo Qiao,第一作者,academic/wiki/papers/D051-2026-tianda-graph-qml,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5720,Peng Zhang,作者,academic/wiki/papers/D051-2026-tianda-graph-qml,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5721,Jiaming Zhao,作者,academic/wiki/papers/D051-2026-tianda-graph-qml,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5722,Shi-Ju Ran,作者,academic/wiki/papers/D051-2026-tianda-graph-qml,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5723,academic/wiki/papers/D051-2026-tianda-graph-qml,研究基础,图生成函数graphon,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5724,academic/wiki/papers/D051-2026-tianda-graph-qml,研究基础,数据重上传量子电路,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5725,academic/wiki/papers/D051-2026-tianda-graph-qml,核心方法,量子graphon神经表示quantum graphon neural representation(QGNR),raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5726,academic/wiki/papers/D051-2026-tianda-graph-qml,核心方法,条件图生成函数学习,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5727,academic/wiki/papers/D051-2026-tianda-graph-qml,核心方法,距离,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5728,academic/wiki/papers/D051-2026-tianda-graph-qml,核心创新点,基于数据重上传量子电路的截断傅里叶级数表达能力拟合高频graphon,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5729,academic/wiki/papers/D051-2026-tianda-graph-qml,核心创新点,Gromov-Wasserstein距离作为训练目标实现端到端优化,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5730,academic/wiki/papers/D051-2026-tianda-graph-qml,核心创新点,与图神经网络集成实现条件graphon学习,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5731,academic/wiki/papers/D051-2026-tianda-graph-qml,对比方法,分片常数函数拟合,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5732,academic/wiki/papers/D051-2026-tianda-graph-qml,对比方法,IGNR,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5733,academic/wiki/papers/D051-2026-tianda-graph-qml,对比方法,FNO,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5734,academic/wiki/papers/D051-2026-tianda-graph-qml,局限性,运行时间受每节点对模拟时间制约,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5735,academic/wiki/papers/D051-2026-tianda-graph-qml,未来展望,发展量子启发技术以降低每节点对模拟时间,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5736,academic/wiki/papers/D051-2026-tianda-graph-qml,未来展望,利用更多量子比特学习更复杂graphon,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5737,academic/wiki/papers/D051-2026-tianda-graph-qml,未来展望,面向药物发现、蛋白质设计、生物分子工程等真实场景扩展,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5738,量子graphon神经表示quantum graphon neural representation(QGNR),基于,数据重上传量子电路,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5739,量子graphon神经表示quantum graphon neural representation(QGNR),基于,图生成函数graphon,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5740,量子graphon神经表示quantum graphon neural representation(QGNR),结合,距离,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5741,量子graphon神经表示quantum graphon neural representation(QGNR),扩展,条件图生成函数学习,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5742,条件图生成函数学习,结合,GNN,raw-not-distributed/D051-2026-tianda-graph-qml/wiki.md#semantic,可追溯,,0
5743,基于数据重上传量子电路的截断傅里叶级数表达能力拟合高频graphon,包含,图生成函数graphon,raw-not-distributed/D051-2026-tianda-graph-qml/paper.md,推断,,0
5744,基于数据重上传量子电路的截断傅里叶级数表达能力拟合高频graphon,包含,数据重上传量子电路,raw-not-distributed/D051-2026-tianda-graph-qml/paper.md,推断,,0
5745,基于数据重上传量子电路的截断傅里叶级数表达能力拟合高频graphon,包含,量子电路,raw-not-distributed/D051-2026-tianda-graph-qml/paper.md,推断,,0
5746,Gromov-Wasserstein距离作为训练目标实现端到端优化,包含,距离,raw-not-distributed/D051-2026-tianda-graph-qml/paper.md,推断,,0
5747,与图神经网络集成实现条件graphon学习,包含,图生成函数graphon,raw-not-distributed/D051-2026-tianda-graph-qml/paper.md,推断,,0
5748,与图神经网络集成实现条件graphon学习,包含,神经网络,raw-not-distributed/D051-2026-tianda-graph-qml/paper.md,推断,,0
5749,利用更多量子比特学习更复杂graphon,包含,图生成函数graphon,raw-not-distributed/D051-2026-tianda-graph-qml/paper.md,推断,,0
5958,academic/wiki/papers/D052-2026-cpb-chaos-ml,来源,academic/raw/references/D052-2026-cpb-chaos-ml/paper,raw-not-distributed/D052-2026-cpb-chaos-ml/paper.md,可追溯,,0
5959,academic/wiki/papers/D052-2026-cpb-chaos-ml,发表于,Chin. Phys. B,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5960,Sheng-Chen Bai,第一作者,academic/wiki/papers/D052-2026-cpb-chaos-ml,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5961,Shi-Ju Ran,作者,academic/wiki/papers/D052-2026-cpb-chaos-ml,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5962,academic/wiki/papers/D052-2026-cpb-chaos-ml,研究基础,混沌非线性系统,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5963,academic/wiki/papers/D052-2026-cpb-chaos-ml,研究基础,VQC,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5964,academic/wiki/papers/D052-2026-cpb-chaos-ml,研究基础,量子特征映射,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5965,academic/wiki/papers/D052-2026-cpb-chaos-ml,核心方法,通用学习范式,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5966,academic/wiki/papers/D052-2026-cpb-chaos-ml,核心方法,一步前向预测,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5967,academic/wiki/papers/D052-2026-cpb-chaos-ml,核心创新点,以L与L_LE发散作为缺乏泛化能力的指纹,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5968,academic/wiki/papers/D052-2026-cpb-chaos-ml,核心创新点,用µ调谐的量子特征映射预处理,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5969,academic/wiki/papers/D052-2026-cpb-chaos-ml,对比方法,LSTM,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5970,academic/wiki/papers/D052-2026-cpb-chaos-ml,对比方法,ESN,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5971,academic/wiki/papers/D052-2026-cpb-chaos-ml,未来展望,推广至高维混沌,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5972,academic/wiki/papers/D052-2026-cpb-chaos-ml,未来展望,引入量子度量刻画VQC泛化能力,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5973,academic/wiki/papers/D052-2026-cpb-chaos-ml,未来展望,引入混合量子-经典优化策略,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5974,VQC,基于,张量网络,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5975,VQC,对比,LSTM,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5976,VQC,对比,ESN,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5977,映射,应用于,VQC,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5978,分岔图,应用于,VQC,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5979,李雅普诺夫指数,应用于,VQC,raw-not-distributed/D052-2026-cpb-chaos-ml/wiki.md#semantic,可追溯,,0
5980,用µ调谐的量子特征映射预处理,包含,映射,raw-not-distributed/D052-2026-cpb-chaos-ml/paper.md,推断,,0
5981,用µ调谐的量子特征映射预处理,包含,量子特征映射,raw-not-distributed/D052-2026-cpb-chaos-ml/paper.md,推断,,0
5982,引入量子度量刻画VQC泛化能力,包含,VQC,raw-not-distributed/D052-2026-cpb-chaos-ml/paper.md,推断,,0
6191,academic/wiki/papers/D053-2026-mpe-prl,来源,academic/raw/references/D053-2026-mpe-prl/paper,raw-not-distributed/D053-2026-mpe-prl/paper.md,可追溯,,0
6192,Shuo Qi,第一作者,academic/wiki/papers/D053-2026-mpe-prl,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6193,Wen-Jun Li,作者,academic/wiki/papers/D053-2026-mpe-prl,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6194,Gang Su,作者,academic/wiki/papers/D053-2026-mpe-prl,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6195,Shi-Ju Ran,作者,academic/wiki/papers/D053-2026-mpe-prl,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6196,academic/wiki/papers/D053-2026-mpe-prl,核心方法,指定矩阵乘积纠缠,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6197,academic/wiki/papers/D053-2026-mpe-prl,核心方法,矩阵乘积态流形最小距离,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6198,academic/wiki/papers/D053-2026-mpe-prl,核心创新点,χ-MPE标度行为判定电路深度最优性,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6199,academic/wiki/papers/D053-2026-mpe-prl,核心创新点,证明χ=2与D=1流形等价,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6200,academic/wiki/papers/D053-2026-mpe-prl,研究基础,MPS,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6201,academic/wiki/papers/D053-2026-mpe-prl,研究基础,量子线路,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6202,academic/wiki/papers/D053-2026-mpe-prl,研究基础,多体纠缠度量,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6203,academic/wiki/papers/D053-2026-mpe-prl,未来展望,推广至其他张量网络Ansätze,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6204,MPS,推广,张量网络,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6205,指定矩阵乘积纠缠,基于,MPS,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6206,量子线路,涉及,电路深度,raw-not-distributed/D053-2026-mpe-prl/wiki.md#semantic,可追溯,,0
6207,推广至其他张量网络Ansätze,包含,张量网络,raw-not-distributed/D053-2026-mpe-prl/paper.md,推断,,0
6420,academic/wiki/papers/D054-2026-setn-zhu-hao,来源,academic/raw/references/D054-2026-setn-zhu-hao/paper,raw-not-distributed/D054-2026-setn-zhu-hao/paper.md,可追溯,,0
6421,Hao Zhu,第一作者,academic/wiki/papers/D054-2026-setn-zhu-hao,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6422,Ding-Zu Wang,作者,academic/wiki/papers/D054-2026-setn-zhu-hao,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6423,Shi-Ju Ran,作者,academic/wiki/papers/D054-2026-setn-zhu-hao,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6424,Guo-Feng Zhang,作者,academic/wiki/papers/D054-2026-setn-zhu-hao,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6425,academic/wiki/papers/D054-2026-setn-zhu-hao,核心方法,statistics-encoded tensor network,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6426,academic/wiki/papers/D054-2026-setn-zhu-hao,核心方法,无序平均后的双层张量网络,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6427,academic/wiki/papers/D054-2026-setn-zhu-hao,核心方法,矩阵乘积算符转移矩阵,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6428,academic/wiki/papers/D054-2026-setn-zhu-hao,核心创新点,把局域无序编码进辅助层并对无序独立做平均以恢复平移不变性,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6429,academic/wiki/papers/D054-2026-setn-zhu-hao,核心创新点,无序编码效率的普适判据 n ≫ α²t²,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6430,academic/wiki/papers/D054-2026-setn-zhu-hao,应用于,二维模型,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6431,academic/wiki/papers/D054-2026-setn-zhu-hao,应用于,谱形因子,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6432,academic/wiki/papers/D054-2026-setn-zhu-hao,未来展望,阐明转移矩阵主特征值近简并如何发展并控制Thouless时间,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6433,academic/wiki/papers/D054-2026-setn-zhu-hao,未来展望,推广至Rényi熵、时序外关联函数(OTOC)、自旋玻璃序参量等观测量,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6434,academic/wiki/papers/D054-2026-setn-zhu-hao,对比方法,随机量子线路,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6435,academic/wiki/papers/D054-2026-setn-zhu-hao,对比方法,对偶幺正模型,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6436,academic/wiki/papers/D054-2026-setn-zhu-hao,对比方法,严格对角化,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6437,academic/wiki/papers/D054-2026-setn-zhu-hao,对比方法,强无序重整化,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6438,academic/wiki/papers/D054-2026-setn-zhu-hao,对比方法,量子并行方法,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6439,academic/wiki/papers/D054-2026-setn-zhu-hao,局限性,量子并行方法在连续无序分布下需要无穷维辅助空间,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6440,academic/wiki/papers/D054-2026-setn-zhu-hao,局限性,随机量子线路与对偶幺正模型无法推广到自对偶性缺失的一般时间无关哈密顿量,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6441,academic/wiki/papers/D054-2026-setn-zhu-hao,研究基础,MBL,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6442,academic/wiki/papers/D054-2026-setn-zhu-hao,研究基础,RMT,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6443,statistics-encoded tensor network,基于,MPO,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6444,statistics-encoded tensor network,基于,张量网络,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6445,一阶Trotter分解,应用于,时间演化,raw-not-distributed/D054-2026-setn-zhu-hao/wiki.md#semantic,可追溯,,0
6446,把局域无序编码进辅助层并对无序独立做平均以恢复平移不变性,包含,平移不变性,raw-not-distributed/D054-2026-setn-zhu-hao/paper.md,推断,,0
6447,无序编码效率的普适判据 n ≫ α²t²,包含,判据,raw-not-distributed/D054-2026-setn-zhu-hao/paper.md,推断,,0
6448,阐明转移矩阵主特征值近简并如何发展并控制Thouless时间,包含,转移矩阵,raw-not-distributed/D054-2026-setn-zhu-hao/paper.md,推断,,0
6449,量子并行方法在连续无序分布下需要无穷维辅助空间,包含,量子并行方法,raw-not-distributed/D054-2026-setn-zhu-hao/paper.md,推断,,0
6450,随机量子线路与对偶幺正模型无法推广到自对偶性缺失的一般时间无关哈密顿量,包含,随机量子线路,raw-not-distributed/D054-2026-setn-zhu-hao/paper.md,推断,,0
6451,随机量子线路与对偶幺正模型无法推广到自对偶性缺失的一般时间无关哈密顿量,包含,对偶幺正模型,raw-not-distributed/D054-2026-setn-zhu-hao/paper.md,推断,,0
6452,随机量子线路与对偶幺正模型无法推广到自对偶性缺失的一般时间无关哈密顿量,包含,模型,raw-not-distributed/D054-2026-setn-zhu-hao/paper.md,推断,,0
6453,随机量子线路与对偶幺正模型无法推广到自对偶性缺失的一般时间无关哈密顿量,包含,量子线路,raw-not-distributed/D054-2026-setn-zhu-hao/paper.md,推断,,0
6666,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,来源,academic/raw/references/D055-2026-fdz-kagome-magnetic-platform/paper,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/paper.md,可追溯,,0
6667,Da-zhi Fang,第一作者,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6668,Shi-Ju Ran,作者,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6669,Gang Su,作者,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6670,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,主要研究,磁化平台内的两种价键图案相变,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6671,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,核心创新点,交换各向异性诱导的价键图案反转,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6672,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,核心创新点,价键图案再进入现象,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6673,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,核心方法,通过调节交换各向异性研究相变,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6674,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,研究基础,局域磁化率,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6675,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,研究基础,最近邻关联,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6676,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,研究基础,纠缠熵,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6677,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,研究基础,关联长度,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6678,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,探索,磁化平台,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6679,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,探索,扭曲格点,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6680,academic/wiki/papers/D055-2026-fdz-kagome-magnetic-platform,探索,两种价键图案之间的直接相变,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6681,交换各向异性,诱导,价键图案反转,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6682,交换各向异性,引发,再进入现象,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6683,价键图案反转,伴随,局域磁化率奇异性,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
6684,价键图案反转,伴随,最近邻关联奇异性,raw-not-distributed/D055-2026-fdz-kagome-magnetic-platform/wiki.md#semantic,可追溯,,0
